"rho","n","p_exp","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0.1,50,0.3,"viechtbauer","own",1000,1000,0,0.000152651938075643,0.00590162893185355,0.186625893298039,0.00417516994489017,0.184188368060104,0.986938976179248,0.0220796689996477,0.186532619474064,0.943,0.00733150734842434,0.698642810207349,"01a_smd_to_cor_r",1000
0.25,50,0.3,"viechtbauer","own",1000,1000,0,-0.0020302242750638,0.00556528301722436,0.175989701578831,0.00393721846233138,0.177535113473016,1.00878126322348,0.0225683217732963,0.175913400562183,0.946,0.00714730718522718,0.674166965525823,"01a_smd_to_cor_r",1000
0.5,50,0.3,"viechtbauer","own",1000,1000,0,0.00138570542990355,0.00488682814245968,0.154535074639824,0.0034572383695823,0.152658555114368,0.987856999261629,0.0221002068913333,0.15446400352244,0.934,0.00785136930732467,0.581580019112235,"01a_smd_to_cor_r",1000
0.75,50,0.3,"viechtbauer","own",1000,1000,0,0.00579588288448517,0.00345142204824883,0.109143548389899,0.00244174511298085,0.109968455499936,1.00755800156955,0.0225409551244248,0.109242821729364,0.941,0.00745110730026082,0.421712793663429,"01a_smd_to_cor_r",1000
0,100,0.3,"viechtbauer","own",1000,1000,0,-0.00140289134875402,0.00418841346769339,0.132449263404352,0.00296313750474893,0.131219057887982,0.990711873477057,0.0221640757618852,0.132390455370149,0.955,0.00655553201502365,0.505756621730662,"01a_smd_to_cor_r",1000
0.1,100,0.3,"viechtbauer","own",1000,1000,0,-1.49138859826883e-05,0.00420444777352317,0.13295631267557,0.00297448114437126,0.130470928493562,0.981306760604344,0.0219536658134021,0.132889818728252,0.944,0.00727076337120113,0.502935470098492,"01a_smd_to_cor_r",1000
0.25,100,0.3,"viechtbauer","own",1000,1000,0,0.00304101154063692,0.00412836902294268,0.130550491341828,0.00292065842584113,0.125199942761938,0.959015484929269,0.0214549683251431,0.130520630974545,0.948,0.00702111102319284,0.482882555997142,"01a_smd_to_cor_r",1000
0.5,100,0.3,"viechtbauer","own",1000,1000,0,-0.000480432982413456,0.00342528217210835,0.108316932926313,0.00242325218052353,0.107518307806202,0.992626959621783,0.0222069198172949,0.108263826906568,0.952,0.00675988165576884,0.415477182196902,"01a_smd_to_cor_r",1000
0.75,100,0.3,"viechtbauer","own",1000,1000,0,9.44492522748971e-05,0.00252366142444207,0.0798051814434188,0.00178539102544015,0.0772189718778405,0.967593462995734,0.0216468737225031,0.0797653247902435,0.931,0.00801492358042171,0.298436796111107,"01a_smd_to_cor_r",1000
0,300,0.3,"viechtbauer","own",1000,1000,0,0.000552136732741227,0.0025158624178544,0.0795585552003816,0.00177987353556051,0.0760226365131629,0.95555577048486,0.0213775680485205,0.0795206828242706,0.941,0.00745110730026082,0.296305005189789,"01a_smd_to_cor_r",1000
