"delta","n","p_exp","method","target","n_sim","n_valid","n_valid_se","n_valid_ci","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0,50,0.15,"cooper","own",1000,1000,1000,1000,0,0.0110450497343104,0.00960652954160894,0.303785137611775,0.00679624115307228,0.288992448088167,0.951305420535377,0.0212824797783414,0.303834029607621,0.954,0.00662449998113065,1.16198319545067,"02a_cor_to_smd_GROUPS",1000
0.2,50,0.15,"cooper","own",1000,1000,1000,1000,0,-0.000144091927546279,0.00917566187371399,0.290159905605045,0.00649141925423852,0.289460100483847,0.997588208750833,0.0223179122304411,0.290014825159665,0.961,0.00612200947402077,1.16381946608176,"02a_cor_to_smd_GROUPS",1000
0.5,50,0.15,"cooper","own",1000,1000,1000,1000,0,0.0178078060506589,0.00958436420973207,0.303084208273531,0.00678056005408429,0.294144980020576,0.970505793410102,0.0217120279955827,0.303455590200323,0.954,0.00662449998113065,1.1821490528779,"02a_cor_to_smd_GROUPS",1000
0.8,50,0.15,"cooper","own",1000,1000,1000,1000,0,0.00931025775491708,0.00968494353151695,0.306264805697083,0.00685171596141813,0.301316067155191,0.983841634919074,0.0220103756882534,0.306253186068205,0.954,0.00662449998113065,1.21048751167452,"02a_cor_to_smd_GROUPS",1000
1.2,50,0.15,"cooper","own",1000,1000,1000,1000,0,0.0363896854015704,0.0099683361746648,0.315226467941908,0.00705220509076471,0.317476395616549,1.00713749606539,0.0225315476305791,0.31716331371813,0.962,0.00604615580348373,1.27439282353985,"02a_cor_to_smd_GROUPS",1000
0,100,0.15,"cooper","own",1000,1000,1000,1000,0,-0.00644316708999308,0.006688159254881,0.211498165993586,0.00473160915910853,0.202128278529449,0.955697547446247,0.021380739864058,0.211490560419564,0.946,0.00714730718522718,0.802212311936244,"02a_cor_to_smd_GROUPS",1000
0.2,100,0.15,"cooper","own",1000,1000,1000,1000,0,0.0117992804823223,0.00642184725710302,0.203076641181505,0.00454320391338309,0.202636876144192,0.997834487340571,0.0223234219426669,0.203317744162354,0.952,0.00675988165576884,0.804206527918139,"02a_cor_to_smd_GROUPS",1000
0.5,100,0.15,"cooper","own",1000,1000,1000,1000,0,0.00658805351921171,0.00662838719428117,0.209608007474215,0.00468932278125553,0.205385564859152,0.979855528107232,0.0219211990308035,0.209606735888152,0.951,0.00682634602111555,0.814998236383243,"02a_cor_to_smd_GROUPS",1000
0.8,100,0.15,"cooper","own",1000,1000,1000,1000,0,0.017774616221648,0.00659378715462092,0.208513858149629,0.00466484461643873,0.210589846751517,1.00995611812236,0.0225946054726091,0.209166173157206,0.961,0.00612200947402077,0.835465735439227,"02a_cor_to_smd_GROUPS",1000
1.2,100,0.15,"cooper","own",1000,1000,1000,1000,0,0.0189863714601276,0.00680476986485812,0.215185717262279,0.00481410657120504,0.220503570264003,1.02471285301544,0.0229247412052317,0.215914497711454,0.957,0.00641490451994416,0.874463577367856,"02a_cor_to_smd_GROUPS",1000
0,300,0.15,"cooper","own",1000,1000,1000,1000,0,-0.00547467432623596,0.00368345210204377,0.116480982945933,0.00260589723404814,0.11585921891438,0.994662098345779,0.0222524496732219,0.116551377630816,0.957,0.00641490451994416,0.456010693932877,"02a_cor_to_smd_GROUPS",1000
