"or_true","br","n","p_exp","rr","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
4,0.1,300,0.5,3.07692307692308,"metafor_conv2x2_balanced","sample",1000,1000,0,0,0.00278538704212749,0.0880816721824225,0.00197055158795365,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,1000,0.5,3.07692307692308,"metafor_conv2x2_balanced","sample",1000,1000,0,0,0.00138978429215035,0.0439488381951998,0.000983217629144324,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,300,0.25,3.77358490566038,"metafor_conv2x2_balanced","sample",1000,932,0.0679999999999999,0.180523656502604,0.00686790190285996,0.209667945432988,0.00485894743910093,NA,NA,NA,0.234975428311008,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,1000,0.25,3.77358490566038,"metafor_conv2x2_balanced","sample",1000,1000,0,0.193315313594592,0.0046242125484724,0.146230440379046,0.00327144818390033,NA,NA,NA,0.212136352294112,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,300,0.5,3.77358490566038,"metafor_conv2x2_balanced","sample",1000,980,0.02,-0.0108978491780399,0.00737363400547869,0.230831256284362,0.00521660882168448,NA,NA,NA,0.0587798626457567,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,1000,0.5,3.77358490566038,"metafor_conv2x2_balanced","sample",1000,1000,0,0,0.00437358743850737,0.138304978515849,0.00309414079323859,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.02,1000,0.25,0.253807106598985,"metafor_conv2x2_oracle","sample",1000,882,0.118,-0.0651609517122238,0.00651027569519941,0.193345323841718,0.00460607198393009,NA,NA,NA,0.146296946211921,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.02,1000,0.5,0.253807106598985,"metafor_conv2x2_oracle","sample",1000,938,0.0620000000000001,-0.00700784168907122,0.00725347432227024,0.222150603374639,0.00513171706675361,NA,NA,NA,0.0468799789163193,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,100,0.25,0.27027027027027,"metafor_conv2x2_oracle","sample",1000,677,0.323,-0.0834377639963914,0.00542999857002438,0.141284347280603,0.00384242769375498,NA,NA,NA,0.15843319379397,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,300,0.25,0.27027027027027,"metafor_conv2x2_oracle","sample",1000,934,0.0659999999999999,-0.0268565889253963,0.00796452959084832,0.243407282795046,0.00563479017345431,NA,NA,NA,0.0941518378309068,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,1000,0.25,0.27027027027027,"metafor_conv2x2_oracle","sample",1000,999,0.001,-0.000341440937133144,0.00641203243161782,0.202664860654763,0.00453626258373173,NA,NA,NA,0.0107919104720531,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,100,0.5,0.27027027027027,"metafor_conv2x2_oracle","sample",1000,840,0.16,-0.0327030284986026,0.00623523723914276,0.180714343868576,0.00441160527162349,NA,NA,NA,0.0946453234976063,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,300,0.5,0.27027027027027,"metafor_conv2x2_oracle","sample",1000,992,0.00800000000000001,-0.00199060540029195,0.00700672356837214,0.220683986193546,0.0049570008674129,NA,NA,NA,0.0255966252658492,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,1000,0.5,0.27027027027027,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00347716386968724,0.109957576258566,0.00245995643741982,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,50,0.25,0.32258064516129,"metafor_conv2x2_oracle","sample",1000,841,0.159,-0.0523670357970609,0.00506994108043117,0.147028291332504,0.00358712300592222,NA,NA,NA,0.125267404697801,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,100,0.25,0.32258064516129,"metafor_conv2x2_oracle","sample",1000,972,0.028,-0.0149082042823733,0.00719388123295772,0.224283020383782,0.00508946091203325,NA,NA,NA,0.0692875393461464,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,300,0.25,0.32258064516129,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00508428739004699,0.160779284314214,0.00359693300734873,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,1000,0.25,0.32258064516129,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00241745578677509,0.0764466642896364,0.00171025472129677,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,50,0.5,0.32258064516129,"metafor_conv2x2_oracle","sample",1000,934,0.0659999999999999,-0.00282491229547519,0.00582651598898655,0.178066564869156,0.00412217628997708,NA,NA,NA,0.0288099742535152,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,100,0.5,0.32258064516129,"metafor_conv2x2_oracle","sample",1000,998,0.002,-0.0012825776068561,0.00541706716907002,0.171131316481782,0.00383236543336338,NA,NA,NA,0.0202594679091878,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,300,0.5,0.32258064516129,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00266917393938832,0.0844066911963131,0.00188833539656619,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,1000,0.5,0.32258064516129,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.0014845055502626,0.0469441873799139,0.0010502291872377,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,50,0.25,0.4,"metafor_conv2x2_oracle","sample",1000,959,0.041,-0.00857200672737037,0.00553043793486159,0.171265081839675,0.00391265066259305,NA,NA,NA,0.0510870678722253,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,100,0.25,0.4,"metafor_conv2x2_oracle","sample",1000,997,0.003,-0.000651309280552027,0.00502671287926402,0.158720001396948,0.00355620666512844,NA,NA,NA,0.0145418563774505,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,300,0.25,0.4,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00239369092180358,0.075695153273673,0.00169344201566598,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,1000,0.25,0.4,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00127132858272585,0.0402029397588747,0.000899414881885781,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,50,0.5,0.4,"metafor_conv2x2_oracle","sample",1000,997,0.003,-0.000303884392244965,0.00391848476243192,0.123727358595061,0.00277217775593439,NA,NA,NA,0.00959524291920437,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,100,0.5,0.4,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00247030052127185,0.0781177615232028,0.00174764028886876,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,300,0.5,0.4,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00129934302399254,0.0410888341766725,0.000919233995311956,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,1000,0.5,0.4,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000682577590700364,0.0215849986640332,0.000482896751838416,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.02,300,0.25,0.505050505050505,"metafor_conv2x2_oracle","sample",1000,730,0.27,-0.0786492261235639,0.00566526137936073,0.153066933537024,0.00400869135849852,NA,NA,NA,0.147746451432047,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.02,1000,0.25,0.505050505050505,"metafor_conv2x2_oracle","sample",1000,972,0.028,-0.0206194019436639,0.00793356371669111,0.247344037963092,0.00561276467065382,NA,NA,NA,0.0823162845687131,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.02,1000,0.5,0.505050505050505,"metafor_conv2x2_oracle","sample",1000,997,0.003,-0.000887706685861116,0.0059175626275919,0.186848855519957,0.00418644871171525,NA,NA,NA,0.0163522312344667,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,100,0.25,0.526315789473684,"metafor_conv2x2_oracle","sample",1000,855,0.145,-0.0411681331922,0.00606650548206405,0.177386943976003,0.00429217794441535,NA,NA,NA,0.111634641427987,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,300,0.25,0.526315789473684,"metafor_conv2x2_oracle","sample",1000,993,0.00700000000000001,-0.00366311095736885,0.00693903884163826,0.218662315512857,0.00490911390244507,NA,NA,NA,0.034804473461054,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,1000,0.25,0.526315789473684,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00378849518450704,0.119802736876221,0.00268021107618961,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,100,0.5,0.526315789473684,"metafor_conv2x2_oracle","sample",1000,944,0.056,-0.00755404411200988,0.00662755511752825,0.203628867239068,0.00468887333777098,NA,NA,NA,0.0458822140240143,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,300,0.5,0.526315789473684,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00420999973423066,0.133131881088724,0.00297840893782436,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,1000,0.5,0.526315789473684,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00200858257311415,0.0635169579956239,0.00142099303225126,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,50,0.25,0.588235294117647,"metafor_conv2x2_oracle","sample",1000,964,0.036,-0.0183277433998637,0.00558401192083382,0.173374353130045,0.00395054226355678,NA,NA,NA,0.0740925641665283,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,100,0.25,0.588235294117647,"metafor_conv2x2_oracle","sample",1000,997,0.003,-0.00128850324655673,0.00548225080169672,0.1731037510603,0.00387848228239249,NA,NA,NA,0.0203425630749317,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,300,0.25,0.588235294117647,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00274900066100267,0.0869310337807686,0.00194480965693259,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,1000,0.25,0.588235294117647,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00152686770890664,0.0482837964590794,0.00108019874540775,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,50,0.5,0.588235294117647,"metafor_conv2x2_oracle","sample",1000,994,0.00600000000000001,-0.000226605844918993,0.00446170300182847,0.140667526154639,0.00315648861870802,NA,NA,NA,0.00714437594879652,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,100,0.5,0.588235294117647,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00302343606594077,0.0956094432827188,0.00213896189316129,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,300,0.5,0.588235294117647,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00136623191134082,0.0432040465184221,0.000966555247686245,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,1000,0.5,0.588235294117647,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000756172672622196,0.0239122794986299,0.000534962372649187,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,50,0.25,0.666666666666667,"metafor_conv2x2_oracle","sample",1000,994,0.00600000000000001,-0.000917139496435022,0.00353055901223781,0.111310636766035,0.00249773894300867,NA,NA,NA,0.0166944412362753,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,100,0.25,0.666666666666667,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00221159277232999,0.0699367041732897,0.00156461474958718,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,300,0.25,0.666666666666667,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00103439657285195,0.0327104917408445,0.000731794820029872,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,1000,0.25,0.666666666666667,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000535976096266992,0.0169490523560937,0.000379181970631059,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,50,0.5,0.666666666666667,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00171510381727272,0.0542363448623104,0.00121336837556719,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,100,0.5,0.666666666666667,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.001010134823837,0.0319432678717785,0.000714630588515592,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,300,0.5,0.666666666666667,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000517619008921608,0.016368550283913,0.000366195054604114,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,1000,0.5,0.666666666666667,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000262639227307265,0.00830538161197648,0.000185806905324708,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,50,0.25,1,"metafor_conv2x2_oracle","sample",1000,838,0.162,-0.0343250207213214,0.00532051911332882,0.154019609161883,0.00376442189005108,NA,NA,NA,0.0926981348353765,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,50,0.25,1,"metafor_conv2x2_oracle","sample",1000,996,0.004,-0.00271377819255445,0.00430439982781186,0.135844567230921,0.00304519940565129,NA,NA,NA,0.0285497713141442,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,50,0.25,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00198038881016211,0.0626253929282307,0.00140104705579798,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,100,0.25,1,"metafor_conv2x2_oracle","sample",1000,951,0.049,-0.00689567472646921,0.00644900422952376,0.198876249035291,0.00456253406218558,NA,NA,NA,0.0454459466173524,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,100,0.25,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00263521305341784,0.0833327536860735,0.00186430940780223,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,100,0.25,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00071962444285445,0.0227565229934974,0.0005091059400901,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,300,0.25,1,"metafor_conv2x2_oracle","sample",1000,876,0.124,-0.0306049596743622,0.00641251551855287,0.189793127434839,0.00453692351530335,NA,NA,NA,0.0916500218120924,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,300,0.25,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00451348252990009,0.142728849738633,0.00319311105852721,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,300,0.25,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00136204580199526,0.0430716701177575,0.000963593740257129,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,300,0.25,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000248881514161202,0.00787032452260849,0.000176073865328271,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,1000,0.25,1,"metafor_conv2x2_oracle","sample",1000,996,0.004,-0.000658110853696548,0.00636664023812607,0.200927776800618,0.00450415617616842,NA,NA,NA,0.0146864480942369,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,1000,0.25,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00216967188642073,0.0686110493632367,0.00153495737449082,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,1000,0.25,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000686325268896575,0.021703510654407,0.000485548086503577,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,1000,0.25,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,7.53523195956032e-05,0.00238284956899044,5.33087972297354e-05,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,50,0.5,1,"metafor_conv2x2_oracle","sample",1000,915,0.085,-0.016643619240075,0.00622547359354045,0.188314144820405,0.00440448207285598,NA,NA,NA,0.0601179391356968,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,50,0.5,1,"metafor_conv2x2_oracle","sample",1000,999,0.001,-0.000290265521729412,0.00278040360565159,0.0878801090469855,0.00196702698847825,NA,NA,NA,0.00917441109999671,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,50,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000817419696356988,0.0258490804477132,0.000578292228806572,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,100,0.5,1,"metafor_conv2x2_oracle","sample",1000,999,0.001,-0.00112466230458686,0.00564396384445862,0.178388546576507,0.00399288404801355,NA,NA,NA,0.017808478840294,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,100,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00160030393117474,0.0506060537103351,0.00113215197927258,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,100,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000346503417687768,0.0109574001692602,0.000245137515766739,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,300,0.5,1,"metafor_conv2x2_oracle","sample",1000,950,0.05,-0.0119794218691753,0.00689598938323499,0.212548667591696,0.00487876930528017,NA,NA,NA,0.0560383784054692,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,300,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00267843108640917,0.0846994278885224,0.00189488446335151,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,300,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000813802481634833,0.0257346940746342,0.000575733191909041,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,300,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000115342030939802,0.00364743527719385,8.15999424096631e-05,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,1000,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.0040929290635693,0.129429781423791,0.00289558605092016,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,1000,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00133752038284978,0.0422961082670572,0.000946242972514114,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,1000,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000453381897412322,0.0143371944571174,0.000320749829155843,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,1000,0.5,1,"metafor_conv2x2_oracle","sample",1000,1000,0,0,3.16184494823322e-05,0.000999863164471416,2.23688072406815e-05,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,50,0.25,1.33333333333333,"metafor_conv2x2_oracle","sample",1000,999,0.001,-0.00152613650564227,0.0037293786859904,0.117874327646591,0.00263838980451888,NA,NA,NA,0.0215720357600246,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,100,0.25,1.33333333333333,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00234604882602075,0.0741885779218967,0.00165973710999995,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,300,0.25,1.33333333333333,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00105418771619978,0.033336342645625,0.00074579627417669,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,1000,0.25,1.33333333333333,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000551131434871941,0.0174283062431208,0.000389903775573164,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,50,0.5,1.33333333333333,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00174393865745406,0.05514818257171,0.00123376788890172,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,100,0.5,1.33333333333333,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000987641573298779,0.0312319688349628,0.000698717499994699,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,300,0.5,1.33333333333333,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000515349562832154,0.0162967840972166,0.000364589510912084,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,1000,0.5,1.33333333333333,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000267680250233381,0.00846479275381303,0.000189373230428447,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,50,0.25,1.53846153846154,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00202801040125139,0.0641313198646638,0.00143473745520122,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,100,0.25,1.53846153846154,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000996180434659493,0.0315019913402054,0.000704758407975954,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,300,0.25,1.53846153846154,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000421111012835149,0.0133166994833947,0.000297919449791528,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,1000,0.25,1.53846153846154,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000189632920964434,0.00599671949598306,0.000134157820038301,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,50,0.5,1.53846153846154,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00210657833831502,0.0666158561864823,0.00149032117509414,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,100,0.5,1.53846153846154,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.0012825611135634,0.0405581435722223,0.000907361454891225,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,300,0.5,1.53846153846154,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000636556177302502,0.0201296737892588,0.000450338415104804,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,1000,0.5,1.53846153846154,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.000348850408796758,0.011031618544786,0.000246797919504814,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,50,0.25,1.6,"metafor_conv2x2_oracle","sample",1000,976,0.024,-0.010294905548655,0.00551002765102155,0.172138766702511,0.00389817544446456,NA,NA,NA,0.0559875174256649,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,100,0.25,1.6,"metafor_conv2x2_oracle","sample",1000,997,0.003,-0.000651383581955288,0.00536133827539396,0.169285900945397,0.00379294130516477,NA,NA,NA,0.0145435152065857,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,300,0.25,1.6,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00243897502713124,0.0771271624200569,0.00172547873598989,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,1000,0.25,1.6,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.001280119724362,0.0404809400669084,0.000905634268222053,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,50,0.5,1.6,"metafor_conv2x2_oracle","sample",1000,998,0.002,-0.000913230539518185,0.00365165630629161,0.115359978292824,0.0025834055524842,NA,NA,NA,0.0166565679732304,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,100,0.5,1.6,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00252575148517866,0.0798712749671758,0.00178686966106281,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,300,0.5,1.6,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00117072028381339,0.0370214259980906,0.000828238474375881,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,1000,0.5,1.6,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00062854716310051,0.0198764065223495,0.000444672353112347,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,50,0.25,1.81818181818182,"metafor_conv2x2_oracle","sample",1000,936,0.0639999999999999,-0.0117809528547115,0.00541854687255305,0.165775657430791,0.00383353961600666,NA,NA,NA,0.054603901100177,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,100,0.25,1.81818181818182,"metafor_conv2x2_oracle","sample",1000,998,0.002,-0.00182025434232516,0.00504397543942317,0.159344924164647,0.00356841746972426,NA,NA,NA,0.0234846384754252,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,300,0.25,1.81818181818182,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00239801823301613,0.0758319948694335,0.00169650341785264,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,1000,0.25,1.81818181818182,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00123870589348308,0.0391713197448046,0.000876335614581677,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,50,0.5,1.81818181818182,"metafor_conv2x2_oracle","sample",1000,958,0.042,-0.00580580523550304,0.00592245145084127,0.18330920074479,0.00418999299705973,NA,NA,NA,0.0388374611419739,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,100,0.5,1.81818181818182,"metafor_conv2x2_oracle","sample",1000,998,0.002,-0.00152217545907051,0.00503274514983023,0.158990146536361,0.00356047247434218,NA,NA,NA,0.0215094207609812,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,300,0.5,1.81818181818182,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00255309352748919,0.0807359062629954,0.00180621307872004,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,1000,0.5,1.81818181818182,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00130573680062505,0.0412910231467632,0.000923757340364419,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.02,300,0.25,1.96078431372549,"metafor_conv2x2_oracle","sample",1000,969,0.031,-0.00787607012908251,0.00681661514820654,0.212192809902497,0.00482256386142039,NA,NA,NA,0.0458452123158085,NA,NA,NA,"06_or_se_imputation",1000
2,0.02,1000,0.25,1.96078431372549,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00384657056249183,0.121639241580292,0.00272129711794182,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
2,0.02,300,0.5,1.96078431372549,"metafor_conv2x2_oracle","sample",1000,962,0.038,-0.00612085901564955,0.00691462943991383,0.214465009920623,0.00489192460781008,NA,NA,NA,0.0428289840133768,NA,NA,NA,"06_or_se_imputation",1000
2,0.02,1000,0.5,1.96078431372549,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00393383376122498,0.124398746219379,0.0027830323928723,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,50,0.25,2.10526315789474,"metafor_conv2x2_oracle","sample",1000,999,0.001,-0.000605167329494695,0.00291004216414158,0.0919775899427937,0.00205874120679494,NA,NA,NA,0.0135251851963486,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,100,0.25,2.10526315789474,"metafor_conv2x2_oracle","sample",1000,1000,0,0,0.00185781728566367,0.0587493409912887,0.0013143325315379,NA,NA,NA,0,NA,NA,NA,"06_or_se_imputation",1000
