"q","r_true","r_guess","delta","n","imb_std","method","target","n_sim","n_valid","n_valid_se","n_valid_ci","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
1,0.5,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.0111518133530606,0.009137937253644,0.288966948372188,0.00646473057189041,0.216108271598693,0.747865016452837,0.0167311378091686,0.289037641658219,0.871,0.0105999528300837,0.864677994151163,"08a_pre_post_to_smd_d",1000
1.4,0.5,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.00791927070704893,0.00830242848170376,0.262545841128375,0.00587364103481893,0.195625428953336,0.745109608716607,0.0166694941896101,0.262534003937859,0.885,0.0100883596287999,0.785725801889634,"08a_pre_post_to_smd_d",1000
0.5,0.8,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.0308831301143229,0.0139181401297903,0.44013023603529,0.00984653576659541,0.442300991184586,1.00493207458059,0.0224822082311184,0.440992831884448,0.958,0.00634318531969546,1.76547152093209,"08a_pre_post_to_smd_d",1000
0.7,0.8,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.0368508482647134,0.0090988622042529,0.287731286814593,0.00643708651400459,0.290808075270709,1.01069327041274,0.0226110969467193,0.289938767908672,0.96,0.00619677335393187,1.1625402626341,"08a_pre_post_to_smd_d",1000
1,0.8,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.0209192643095022,0.00635268169444874,0.200889434045159,0.00449427200293089,0.20941779015341,1.04245298489086,0.0233216211028477,0.201875763194902,0.971,0.00530650544143696,0.840117703236016,"08a_pre_post_to_smd_d",1000
1.4,0.8,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.00605747808026486,0.005887300798624,0.186172797941801,0.00416503335515923,0.191948859234949,1.03102526984073,0.0230659617644093,0.186178257117952,0.967,0.00564898220921256,0.771392634318044,"08a_pre_post_to_smd_d",1000
0.5,0.2,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,-0.0147652587155568,0.0130600612663039,0.412995399828632,0.00923947877901745,0.431629925940929,1.04512042051807,0.023381296621951,0.413052839167423,0.963,0.00596917079668525,1.70650465701196,"08a_pre_post_to_smd_d",1000
0.7,0.2,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,-0.0183335580505404,0.0105480838625127,0.333559699560064,0.00746235373783693,0.328439890939351,0.984650997625114,0.0220284826442875,0.333896586457877,0.959,0.00627048642451286,1.30040773910298,"08a_pre_post_to_smd_d",1000
1,0.2,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,-0.0127150226857989,0.00822338276883763,0.260046196209088,0.00581771930737013,0.263537826148773,1.01342696025008,0.0226722546962995,0.260226962362767,0.961,0.00612200947402077,1.04458750270537,"08a_pre_post_to_smd_d",1000
1.4,0.2,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,0.00771068232698251,0.00740682873741339,0.234224490490155,0.00524003950239625,0.229513522369763,0.979886953279164,0.0219219020706178,0.234234296069929,0.951,0.00682634602111555,0.910476950052566,"08a_pre_post_to_smd_d",1000
0.5,0.5,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,-0.0022184240387614,0.0112123075262241,0.354564296091162,0.00793226580947604,0.427813500662659,1.20658934184581,0.0269936580978841,0.354393913079463,0.98,0.00442718872423573,1.69300870340988,"08a_pre_post_to_smd_d",1000
0.7,0.5,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,-0.00101761871458839,0.0078676500842948,0.248796940995873,0.00556605244893689,0.327534727286057,1.31647409319028,0.0294519853059016,0.248674593553309,0.992,0.00281709069786544,1.29728778774677,"08a_pre_post_to_smd_d",1000
1,0.5,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,0.00512510678145777,0.00638453350616542,0.201896676771434,0.00451680590475788,0.261994642813197,1.29766694035187,0.0290312341556071,0.201860775146582,0.992,0.00281709069786544,1.03875993571541,"08a_pre_post_to_smd_d",1000
1.4,0.5,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,-0.000821736072506327,0.00574825318671626,0.181775726373445,0.00406666264821551,0.229001360679145,1.25980165365247,0.0281841169405831,0.181686674068485,0.992,0.00281709069786544,0.908560440185853,"08a_pre_post_to_smd_d",1000
0.5,0.8,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,-0.00102510139460951,0.00869500833898723,0.274960306253571,0.00615137581618622,0.424793274408361,1.54492581200653,0.0345628771194874,0.274824703543753,0.998,0.00141279864099595,1.6836093945703,"08a_pre_post_to_smd_d",1000
0.7,0.8,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,-0.000626079188476835,0.0057725917815683,0.18254538032125,0.0040838812451318,0.325399105680826,1.7825655467598,0.039879322017458,0.182455158973112,0.999,0.000999499874937461,1.29017427951802,"08a_pre_post_to_smd_d",1000
1,0.8,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,0.00200365467681138,0.00402439418834966,0.127262518375296,0.00284710032697886,0.26116638721585,2.05218622537135,0.0459112403861597,0.127214651147984,1,0,1.0359918542771,"08a_pre_post_to_smd_d",1000
1.4,0.8,0.2,0,50,0,"bonett","own",1000,1000,1000,1000,0,-0.000154164562555946,0.0040357188054826,0.12762063421299,0.00285511204741009,0.227912448299086,1.78585892245854,0.0399530009855346,0.127556901096575,1,0,0.90440494397699,"08a_pre_post_to_smd_d",1000
