or	n	br	br_guess	method	bias_ci	bias_es	bias_var
or=0.75	n=75	br=0.05	guessed br=0.15	metaumbrella	1	-0.00812703378893363	1.23842550529581
or=0.75	n=75	br=0.05	guessed br=0.15	or = rr	1	0.0134470791250133	1.71253809712245
or=0.75	n=75	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.0848170037563256	1.36858859267228
or=0.75	n=75	br=0.05	guessed br=0.4	Grant	1	0.0905297614033293	1.23571477163886
or=0.75	n=75	br=0.05	guessed br=0.4	metaumbrella	1	-0.00799433543606783	1.23761665254485
or=0.75	n=75	br=0.05	guessed br=0.4	or = rr	1	0.013031065466707	1.69967082204672
or=0.75	n=75	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.0841371607982835	1.34703475861957
or=0.75	n=75	br=0.05	guessed br=0.7	Grant	1	-0.46698577548707	1.63627542186897
or=0.75	n=75	br=0.05	guessed br=0.7	metaumbrella	1	-0.00810327772143098	1.21691492353976
or=0.75	n=75	br=0.05	guessed br=0.7	or = rr	1	0.0131449932816914	1.67893309690635
or=0.75	n=75	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.0110631387133137	0.94842655792883
or=0.75	n=75	br=0.15	guessed br=0.01	Grant	1	0.0389951185285144	1.03895166971594
or=0.75	n=75	br=0.15	guessed br=0.01	metaumbrella	1	-0.0131454515878188	0.819220074162375
or=0.75	n=75	br=0.15	guessed br=0.01	or = rr	1	0.0389661048682049	1.02333417720361
or=0.75	n=75	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.0101429352967994	0.954844380575393
or=0.75	n=75	br=0.15	guessed br=0.05	Grant	1	0.0402774098211624	1.01987992061156
or=0.75	n=75	br=0.15	guessed br=0.05	metaumbrella	1	-0.0142197501436001	0.827497082386699
or=0.75	n=75	br=0.15	guessed br=0.05	or = rr	1	0.0392679194241925	1.0293989400736
or=0.75	n=75	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.0103911695437874	0.951276271494931
or=0.75	n=75	br=0.15	guessed br=0.15	Grant	1	0.0507647287873695	1.00449978271671
or=0.75	n=75	br=0.15	guessed br=0.15	metaumbrella	1	-0.0141865363622363	0.819137142865564
or=0.75	n=75	br=0.15	guessed br=0.15	or = rr	1	0.039285195955964	1.01902028404908
or=0.75	n=75	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.0102080149297836	0.959041931991586
or=0.75	n=75	br=0.15	guessed br=0.4	Grant	1	0.0437799949787106	1.02482368119765
or=0.75	n=75	br=0.15	guessed br=0.4	metaumbrella	1	-0.0141248688425239	0.828390094321454
or=0.75	n=75	br=0.15	guessed br=0.4	or = rr	1	0.0388030241875924	1.03105429310654
or=0.75	n=75	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.0112183669625748	0.933016387385158
or=0.75	n=75	br=0.15	guessed br=0.7	Grant	1	-0.311172400309338	0.999274252633766
or=0.75	n=75	br=0.15	guessed br=0.7	metaumbrella	1	-0.0142021419294405	0.803427335701491
or=0.75	n=75	br=0.15	guessed br=0.7	or = rr	1	0.038822487700997	1.001547798217
or=0.75	n=75	br=0.4	guessed br=0.01	Di Pietrantonj	1	-1.13169046772123e-05	0.9508471076192
or=0.75	n=75	br=0.4	guessed br=0.01	Grant	0.9879	0.107180515920939	0.961531983935772
or=0.75	n=75	br=0.4	guessed br=0.01	metaumbrella	1	-0.0120141489508224	0.74744218502714
or=0.75	n=75	br=0.4	guessed br=0.01	or = rr	0.987233333333333	0.108409655809148	0.959897761696412
or=0.75	n=75	br=0.4	guessed br=0.05	Di Pietrantonj	1	-7.62165560114647e-05	0.957686848140255
or=0.75	n=75	br=0.4	guessed br=0.05	Grant	0.9925	0.100787890646652	0.972252132168257
or=0.75	n=75	br=0.4	guessed br=0.05	metaumbrella	1	-0.0117170777284749	0.754465646960189
or=0.75	n=75	br=0.4	guessed br=0.05	or = rr	0.9891	0.10699998736165	0.961474320767814
or=0.75	n=75	br=0.4	guessed br=0.15	Di Pietrantonj	1	0	0.971645073806315
or=0.75	n=75	br=0.4	guessed br=0.15	Grant	0.99575959933222	0.0881244229168411	1.01427359068003
or=0.75	n=75	br=0.4	guessed br=0.15	metaumbrella	1	-0.0119376518361132	0.762591533571306
or=0.75	n=75	br=0.4	guessed br=0.15	or = rr	0.9876	0.108161016650718	0.976063273162591
or=0.75	n=75	br=0.4	guessed br=0.4	Di Pietrantonj	1	-5.22874417425477e-05	0.96230397986122
or=0.75	n=75	br=0.4	guessed br=0.4	Grant	0.999599548582038	0.0491331787149119	1.20258170046149
or=0.75	n=75	br=0.4	guessed br=0.4	metaumbrella	1	-0.0122051798097633	0.7575091243823
or=0.75	n=75	br=0.4	guessed br=0.4	or = rr	0.987066666666667	0.10727880779092	0.968003727676005
or=0.75	n=75	br=0.4	guessed br=0.7	Di Pietrantonj	1	-3.69887374951563e-05	0.952771306400837
or=0.75	n=75	br=0.4	guessed br=0.7	Grant	1	-0.061139227012545	0.800778478744912
or=0.75	n=75	br=0.4	guessed br=0.7	metaumbrella	1	-0.0114738977373438	0.751275661693938
or=0.75	n=75	br=0.4	guessed br=0.7	or = rr	0.9877	0.10790133088195	0.957769332469923
or=0.75	n=75	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.956550357354791
or=0.75	n=75	br=0.7	guessed br=0.01	Grant	0.6053	0.206019935238499	0.992444474563131
or=0.75	n=75	br=0.7	guessed br=0.01	metaumbrella	0.999933333333333	-0.0044421236487589	0.792477959782616
or=0.75	n=75	br=0.7	guessed br=0.01	or = rr	0.596833333333333	0.206829685316289	0.992041725869688
or=0.75	n=75	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.957205293694334
or=0.75	n=75	br=0.7	guessed br=0.05	Grant	0.6322	0.201890303201944	1.00257804458257
or=0.75	n=75	br=0.7	guessed br=0.05	metaumbrella	1	-0.0039426747329653	0.79649989603022
or=0.75	n=75	br=0.7	guessed br=0.05	or = rr	0.599266666666667	0.206039318481075	1.00021471187655
or=0.75	n=75	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.955104183561083
or=0.75	n=75	br=0.7	guessed br=0.15	Grant	0.702233333333333	0.188416467971736	1.00369274626075
or=0.75	n=75	br=0.7	guessed br=0.15	metaumbrella	1	-0.00395189071076469	0.800851385213121
or=0.75	n=75	br=0.7	guessed br=0.15	or = rr	0.599666666666667	0.201676520321642	0.993793773630997
or=0.75	n=75	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.950506875866295
or=0.75	n=75	br=0.7	guessed br=0.4	Grant	0.867421207264957	0.160015254779818	1.0809777991964
or=0.75	n=75	br=0.7	guessed br=0.4	metaumbrella	1	-0.00367187554338369	0.793321468804706
or=0.75	n=75	br=0.7	guessed br=0.4	or = rr	0.597133333333333	0.205733404004904	0.991208831979384
or=0.75	n=75	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.951556123822786
or=0.75	n=75	br=0.7	guessed br=0.7	Grant	0.973294823372584	0.100907721063978	1.1029927260613
or=0.75	n=75	br=0.7	guessed br=0.7	metaumbrella	1	-0.00300620836871675	0.797844143626814
or=0.75	n=75	br=0.7	guessed br=0.7	or = rr	0.599433333333333	0.203371901335311	0.99061319009904
or=0.75	n=100	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.0913568768777464	2.14614709923877
or=0.75	n=100	br=0.01	guessed br=0.01	Grant	1	0.00674983921204086	3.55085619085674
or=0.75	n=100	br=0.01	guessed br=0.01	metaumbrella	1	5.20842559733365e-05	1.56686453552806
or=0.75	n=100	br=0.01	guessed br=0.01	or = rr	1	0.00269715695657585	3.41217815601162
or=0.75	n=100	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0941981007946678	2.15791819752127
or=0.75	n=100	br=0.01	guessed br=0.05	Grant	1	0.0278213059022786	3.22049850968525
or=0.75	n=100	br=0.01	guessed br=0.05	metaumbrella	1	-0.000536884180788224	1.56710808525334
or=0.75	n=100	br=0.01	guessed br=0.05	or = rr	1	0.00231864174859243	3.42702698197231
or=0.75	n=100	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.092742660759517	2.16444975584677
or=0.75	n=100	br=0.01	guessed br=0.15	Grant	1	0.0539602628422888	3.5158392850461
or=0.75	n=100	br=0.01	guessed br=0.15	metaumbrella	1	0.00029297478366907	1.5652553296049
or=0.75	n=100	br=0.01	guessed br=0.15	or = rr	1	0.00242845225394155	3.44252440617678
or=0.75	n=100	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.0922983449702037	2.17710354182859
or=0.75	n=100	br=0.01	guessed br=0.4	Grant	1	0.282405449526632	1.16960871842493
or=0.75	n=100	br=0.01	guessed br=0.4	metaumbrella	1	0.000383158820101503	1.57367351482242
or=0.75	n=100	br=0.01	guessed br=0.4	or = rr	1	0.00254676756217581	3.45288889859345
or=0.75	n=100	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0918735321036387	2.16281155107097
or=0.75	n=100	br=0.01	guessed br=0.7	Grant	1	-0.385774665614678	2.15681795786674
or=0.75	n=100	br=0.01	guessed br=0.7	metaumbrella	1	-0.000524317838543105	1.54480318830209
or=0.75	n=100	br=0.01	guessed br=0.7	or = rr	1	0.00254459806542792	3.44302606643504
or=0.75	n=100	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.0600067014308006	1.24635928309986
or=0.75	n=100	br=0.05	guessed br=0.01	Grant	1	0.0155538194169315	1.49612222874433
or=0.75	n=100	br=0.05	guessed br=0.01	metaumbrella	1	-0.00874923149157272	1.1254839676806
or=0.75	n=100	br=0.05	guessed br=0.01	or = rr	1	0.012697706780935	1.45013386992981
or=0.75	n=100	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.057444316311281	1.25954901683096
or=0.75	n=100	br=0.05	guessed br=0.05	Grant	1	0.0299134082186973	1.42468607165964
or=0.75	n=100	br=0.05	guessed br=0.05	metaumbrella	1	-0.0091008718372844	1.14976492404009
or=0.75	n=100	br=0.05	guessed br=0.05	or = rr	1	0.0130947443609098	1.47063857087341
or=0.75	n=100	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.0592563732428162	1.2478703301058
or=0.75	n=100	br=0.05	guessed br=0.15	Grant	1	0.063904541392178	1.47056409960196
or=0.75	n=100	br=0.05	guessed br=0.15	metaumbrella	1	-0.00906543438898629	1.13448473020826
or=0.75	n=100	br=0.05	guessed br=0.15	or = rr	1	0.0126069968620452	1.45446719461148
or=0.75	n=100	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.0590916521739297	1.2651328443102
or=0.75	n=100	br=0.05	guessed br=0.4	Grant	1	0.048422401877112	1.14056389458524
or=0.75	n=100	br=0.05	guessed br=0.4	metaumbrella	1	-0.00919567313012772	1.14850464453964
or=0.75	n=100	br=0.05	guessed br=0.4	or = rr	1	0.0125083168742079	1.47212832655712
or=0.75	n=100	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.0587714945372896	1.25200484977451
or=0.75	n=100	br=0.05	guessed br=0.7	Grant	1	-0.469427931932374	1.46420061450223
or=0.75	n=100	br=0.05	guessed br=0.7	metaumbrella	1	-0.00832053125239487	1.13562925485763
or=0.75	n=100	br=0.05	guessed br=0.7	or = rr	1	0.0130254749278651	1.45688935278523
or=0.75	n=100	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.0030625947695121	0.928741240363562
or=0.75	n=100	br=0.15	guessed br=0.01	Grant	1	0.037871099920839	0.960362023588813
or=0.75	n=100	br=0.15	guessed br=0.01	metaumbrella	1	-0.0128169739499608	0.78738000054131
or=0.75	n=100	br=0.15	guessed br=0.01	or = rr	1	0.0384841440640751	0.959254077411145
or=0.75	n=100	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.00329313365086698	0.923633322203285
or=0.75	n=100	br=0.15	guessed br=0.05	Grant	1	0.0359184457294743	0.940693875275262
or=0.75	n=100	br=0.15	guessed br=0.05	metaumbrella	1	-0.0128248744459614	0.783619579038827
or=0.75	n=100	br=0.15	guessed br=0.05	or = rr	1	0.0383399308175063	0.955777941918686
or=0.75	n=100	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.00335254425830511	0.936004149028193
or=0.75	n=100	br=0.15	guessed br=0.15	Grant	1	0.0340806469582334	0.983539974335915
or=0.75	n=100	br=0.15	guessed br=0.15	metaumbrella	1	-0.0125825640757394	0.796118994893449
or=0.75	n=100	br=0.15	guessed br=0.15	or = rr	1	0.0382977117718012	0.970469781158479
or=0.75	n=100	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.00306637036570262	0.930671346595306
or=0.75	n=100	br=0.15	guessed br=0.4	Grant	1	0.00522447222068143	1.10143830464484
or=0.75	n=100	br=0.15	guessed br=0.4	metaumbrella	1	-0.0132478498556931	0.786558717379774
or=0.75	n=100	br=0.15	guessed br=0.4	or = rr	1	0.0380003915467504	0.961492542030302
or=0.75	n=100	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.00373919907988664	0.920403497779853
or=0.75	n=100	br=0.15	guessed br=0.7	Grant	1	-0.0235957491737256	0.114388515296938
or=0.75	n=100	br=0.15	guessed br=0.7	metaumbrella	1	-0.0128016166132192	0.777859692379083
or=0.75	n=100	br=0.15	guessed br=0.7	or = rr	1	0.0388663394724705	0.951654665713251
or=0.75	n=100	br=0.4	guessed br=0.01	Di Pietrantonj	1	0	0.971062690695933
or=0.75	n=100	br=0.4	guessed br=0.01	Grant	0.990533333333333	0.108444613538794	0.972814123844881
or=0.75	n=100	br=0.4	guessed br=0.01	metaumbrella	1	-0.0100912110395675	0.764342736200366
or=0.75	n=100	br=0.4	guessed br=0.01	or = rr	0.989766666666667	0.109848529166903	0.971674656545592
or=0.75	n=100	br=0.4	guessed br=0.05	Di Pietrantonj	1	0	0.965948962299195
or=0.75	n=100	br=0.4	guessed br=0.05	Grant	0.992566666666667	0.100914497660141	0.975075269906489
or=0.75	n=100	br=0.4	guessed br=0.05	metaumbrella	1	-0.00989540903827202	0.759107904120689
or=0.75	n=100	br=0.4	guessed br=0.05	or = rr	0.9884	0.107895079883546	0.969257981193245
or=0.75	n=100	br=0.4	guessed br=0.15	Di Pietrantonj	1	0	0.97087340450058
or=0.75	n=100	br=0.4	guessed br=0.15	Grant	0.9967983991996	0.0860690097436288	0.997964606778499
or=0.75	n=100	br=0.4	guessed br=0.15	metaumbrella	1	-0.00951463614450169	0.766694468901791
or=0.75	n=100	br=0.4	guessed br=0.15	or = rr	0.988733333333333	0.108918420348011	0.971378963205577
or=0.75	n=100	br=0.4	guessed br=0.4	Di Pietrantonj	1	0	0.968332467084847
or=0.75	n=100	br=0.4	guessed br=0.4	Grant	0.999757978079729	0.0359331844639105	1.15397515813968
or=0.75	n=100	br=0.4	guessed br=0.4	metaumbrella	1	-0.00896872046318943	0.768923826967507
or=0.75	n=100	br=0.4	guessed br=0.4	or = rr	0.988633333333333	0.107646078185712	0.971990393110306
or=0.75	n=100	br=0.4	guessed br=0.7	Di Pietrantonj	1	0	0.96928587167337
or=0.75	n=100	br=0.4	guessed br=0.7	Grant	1	-0.0757486944779236	0.595046993147298
or=0.75	n=100	br=0.4	guessed br=0.7	metaumbrella	1	-0.00951737491527708	0.766009692637056
or=0.75	n=100	br=0.4	guessed br=0.7	or = rr	0.9892	0.105840803640978	0.972712179063879
or=0.75	n=100	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.965945923128235
or=0.75	n=100	br=0.7	guessed br=0.01	Grant	0.576433333333333	0.200492976997293	0.990101041354946
or=0.75	n=100	br=0.7	guessed br=0.01	metaumbrella	0.999933333333333	-0.00144365444877394	0.826833524788144
or=0.75	n=100	br=0.7	guessed br=0.01	or = rr	0.5722	0.201327052885027	0.989846811946362
or=0.75	n=100	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.967292085428591
or=0.75	n=100	br=0.7	guessed br=0.05	Grant	0.6181	0.196525430163422	1.00024161557859
or=0.75	n=100	br=0.7	guessed br=0.05	metaumbrella	1	-0.00074539037935513	0.831350113345741
or=0.75	n=100	br=0.7	guessed br=0.05	or = rr	0.5776	0.200813486492837	0.998493611693533
or=0.75	n=100	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.962371573360313
or=0.75	n=100	br=0.7	guessed br=0.15	Grant	0.683433333333333	0.185464498627274	0.995182807818576
or=0.75	n=100	br=0.7	guessed br=0.15	metaumbrella	0.999966666666667	-0.00100526224274512	0.831585367132084
or=0.75	n=100	br=0.7	guessed br=0.15	or = rr	0.574633333333333	0.199460378526897	0.98856031208828
or=0.75	n=100	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.967569044409805
or=0.75	n=100	br=0.7	guessed br=0.4	Grant	0.861467675791018	0.152491280420992	1.05677737589405
or=0.75	n=100	br=0.7	guessed br=0.4	metaumbrella	1	-0.000760415880439628	0.83695972352414
or=0.75	n=100	br=0.7	guessed br=0.4	or = rr	0.572233333333333	0.201853857514163	0.996504545129404
or=0.75	n=100	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.952206190321626
or=0.75	n=100	br=0.7	guessed br=0.7	Grant	0.986001097953102	0.0736822065349611	1.1305342367841
or=0.75	n=100	br=0.7	guessed br=0.7	metaumbrella	0.999966666666667	-0.00100272154192136	0.821121417956447
or=0.75	n=100	br=0.7	guessed br=0.7	or = rr	0.5759	0.198159640395822	0.984574677608802
or=0.75	n=300	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.0888983459910403	1.55468085846429
or=0.75	n=300	br=0.01	guessed br=0.01	Grant	1	0.0063973172465284	1.99221902832742
or=0.75	n=300	br=0.01	guessed br=0.01	metaumbrella	1	-0.00131940332076006	1.37108789109749
or=0.75	n=300	br=0.01	guessed br=0.01	or = rr	1	0.00246670849000593	1.92932021452034
or=0.75	n=300	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0868765133696507	1.55632507830488
or=0.75	n=300	br=0.01	guessed br=0.05	Grant	1	0.0271058452770704	1.86843600346902
or=0.75	n=300	br=0.01	guessed br=0.05	metaumbrella	1	-0.00137497268358889	1.3688953685864
or=0.75	n=300	br=0.01	guessed br=0.05	or = rr	1	0.00259565237884334	1.93719968732724
or=0.75	n=300	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.0877519035162973	1.5349686377497
or=0.75	n=300	br=0.01	guessed br=0.15	Grant	1	0.0569098078883084	1.84350546927735
or=0.75	n=300	br=0.01	guessed br=0.15	metaumbrella	1	-0.00133812198056064	1.3452391516962
or=0.75	n=300	br=0.01	guessed br=0.15	or = rr	1	0.00251618149032056	1.9146941189597
or=0.75	n=300	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.0868271015630258	1.56846441767442
or=0.75	n=300	br=0.01	guessed br=0.4	Grant	1	0.0892555552500112	1.28993218024195
or=0.75	n=300	br=0.01	guessed br=0.4	metaumbrella	1	-0.00146410336957583	1.37638301899708
or=0.75	n=300	br=0.01	guessed br=0.4	or = rr	1	0.0026059282817526	1.95290857152102
or=0.75	n=300	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0879792221065063	1.56635322695495
or=0.75	n=300	br=0.01	guessed br=0.7	Grant	1	-0.478370052387387	1.91486606470257
or=0.75	n=300	br=0.01	guessed br=0.7	metaumbrella	1	-0.00131836959299114	1.3911109074801
or=0.75	n=300	br=0.01	guessed br=0.7	or = rr	1	0.00252771891012474	1.94118051013068
or=0.75	n=300	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.00263098969874548	0.93035222354217
or=0.75	n=300	br=0.05	guessed br=0.01	Grant	1	0.0118537295567077	0.95426753089837
or=0.75	n=300	br=0.05	guessed br=0.01	metaumbrella	1	-0.00349254234057174	0.875792425311621
or=0.75	n=300	br=0.05	guessed br=0.01	or = rr	1	0.0124435852478869	0.952673071348567
or=0.75	n=300	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.0022678000234981	0.942072590514871
or=0.75	n=300	br=0.05	guessed br=0.05	Grant	1	0.00998099138633201	0.955278758979969
or=0.75	n=300	br=0.05	guessed br=0.05	metaumbrella	1	-0.00371798221252408	0.888642328819748
or=0.75	n=300	br=0.05	guessed br=0.05	or = rr	1	0.0125967460302981	0.965757821180402
or=0.75	n=300	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.00248338720940509	0.944997281273425
or=0.75	n=300	br=0.05	guessed br=0.15	Grant	1	0.00822283097323941	0.966019202041361
or=0.75	n=300	br=0.05	guessed br=0.15	metaumbrella	1	-0.0033979528176745	0.891795083453633
or=0.75	n=300	br=0.05	guessed br=0.15	or = rr	1	0.0127077904517777	0.966435421456128
or=0.75	n=300	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.00279826320466408	0.934088849730432
or=0.75	n=300	br=0.05	guessed br=0.4	Grant	1	-0.0271399715375633	1.20855031526257
or=0.75	n=300	br=0.05	guessed br=0.4	metaumbrella	1	-0.00365104279343641	0.879207797011913
or=0.75	n=300	br=0.05	guessed br=0.4	or = rr	1	0.0124237312743356	0.955884208847776
or=0.75	n=300	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.00311759279568344	0.93671127038967
or=0.75	n=300	br=0.05	guessed br=0.7	Grant	1	-0.268923806302588	0.348771537096728
or=0.75	n=300	br=0.05	guessed br=0.7	metaumbrella	1	-0.00370045670661341	0.877189521652481
or=0.75	n=300	br=0.05	guessed br=0.7	or = rr	1	0.0127064520594375	0.955557501830806
or=0.75	n=300	br=0.15	guessed br=0.01	Di Pietrantonj	1	0	0.965126850837836
or=0.75	n=300	br=0.15	guessed br=0.01	Grant	1	0.0372220305682658	0.965617682132233
or=0.75	n=300	br=0.15	guessed br=0.01	metaumbrella	1	-0.00471511930351114	0.814143671097284
or=0.75	n=300	br=0.15	guessed br=0.01	or = rr	1	0.0391106233531274	0.964334707586136
or=0.75	n=300	br=0.15	guessed br=0.05	Di Pietrantonj	1	0	0.965095217539463
or=0.75	n=300	br=0.15	guessed br=0.05	Grant	1	0.028992016299581	0.971720153034675
or=0.75	n=300	br=0.15	guessed br=0.05	metaumbrella	1	-0.00507898526927238	0.806382739024729
or=0.75	n=300	br=0.15	guessed br=0.05	or = rr	1	0.0385185778161307	0.964096701355673
or=0.75	n=300	br=0.15	guessed br=0.15	Di Pietrantonj	1	0	0.968630109310529
or=0.75	n=300	br=0.15	guessed br=0.15	Grant	1	0.00758136958957598	1.00416196446077
or=0.75	n=300	br=0.15	guessed br=0.15	metaumbrella	1	-0.00498814222235693	0.811727280002572
or=0.75	n=300	br=0.15	guessed br=0.15	or = rr	1	0.0384117184030909	0.966595093209589
or=0.75	n=300	br=0.15	guessed br=0.4	Di Pietrantonj	1	0	0.967711152268705
or=0.75	n=300	br=0.15	guessed br=0.4	Grant	1	-0.0600756635978633	1.11968278812163
or=0.75	n=300	br=0.15	guessed br=0.4	metaumbrella	1	-0.00473377952222918	0.815051216373449
or=0.75	n=300	br=0.15	guessed br=0.4	or = rr	1	0.0380670464643639	0.967480105048201
or=0.75	n=300	br=0.15	guessed br=0.7	Di Pietrantonj	1	-6.10097133919534e-06	0.962492874097259
or=0.75	n=300	br=0.15	guessed br=0.7	Grant	1	-0.217482568505381	0.320666946715135
or=0.75	n=300	br=0.15	guessed br=0.7	metaumbrella	1	-0.00502691555927111	0.805809415036174
or=0.75	n=300	br=0.15	guessed br=0.7	or = rr	1	0.0386403596822124	0.961453068602554
or=0.75	n=300	br=0.4	guessed br=0.01	Di Pietrantonj	1	0	0.971878542966815
or=0.75	n=300	br=0.4	guessed br=0.01	Grant	0.9849	0.103478246434071	0.97358709645354
or=0.75	n=300	br=0.4	guessed br=0.01	metaumbrella	1	-0.00234485054850048	0.827070636981706
or=0.75	n=300	br=0.4	guessed br=0.01	or = rr	0.9831	0.105045578984774	0.973323963593004
or=0.75	n=300	br=0.4	guessed br=0.05	Di Pietrantonj	1	0	1.00682225661817
or=0.75	n=300	br=0.4	guessed br=0.05	Grant	0.990333333333333	0.0979057645151636	1.00944555696685
or=0.75	n=300	br=0.4	guessed br=0.05	metaumbrella	1	-0.00227338353142115	0.857845251429474
or=0.75	n=300	br=0.4	guessed br=0.05	or = rr	0.982966666666667	0.106126216283482	1.00779107819937
or=0.75	n=300	br=0.4	guessed br=0.15	Di Pietrantonj	1	0	0.990789900881436
or=0.75	n=300	br=0.4	guessed br=0.15	Grant	0.997333333333333	0.0797165117883219	1.00002343884165
or=0.75	n=300	br=0.4	guessed br=0.15	metaumbrella	1	-0.00236181809424693	0.844265166030223
or=0.75	n=300	br=0.4	guessed br=0.15	or = rr	0.981933333333333	0.106961357033034	0.992892010124064
or=0.75	n=300	br=0.4	guessed br=0.4	Di Pietrantonj	1	0	1.00602989430076
or=0.75	n=300	br=0.4	guessed br=0.4	Grant	1	0.0100659697699147	1.05909785005793
or=0.75	n=300	br=0.4	guessed br=0.4	metaumbrella	1	-0.00213023397665674	0.8596441872864
or=0.75	n=300	br=0.4	guessed br=0.4	or = rr	0.9823	0.105692397144195	1.00892656214339
or=0.75	n=300	br=0.4	guessed br=0.7	Di Pietrantonj	1	0	0.987062353310809
or=0.75	n=300	br=0.4	guessed br=0.7	Grant	1	-0.169981274193049	1.0295736942967
or=0.75	n=300	br=0.4	guessed br=0.7	metaumbrella	1	-0.00235740682303576	0.838633706650391
or=0.75	n=300	br=0.4	guessed br=0.7	or = rr	0.982366666666667	0.105695185815726	0.986788508084367
or=0.75	n=300	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.982948319351614
or=0.75	n=300	br=0.7	guessed br=0.01	Grant	0.433266666666667	0.194775631054855	0.991843330406061
or=0.75	n=300	br=0.7	guessed br=0.01	metaumbrella	1	0.00293309321166379	0.872126963830152
or=0.75	n=300	br=0.7	guessed br=0.01	or = rr	0.429433333333333	0.195668224842322	0.991770517073887
or=0.75	n=300	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.986778456554172
or=0.75	n=300	br=0.7	guessed br=0.05	Grant	0.460633333333333	0.190029103928625	0.99981513685996
or=0.75	n=300	br=0.7	guessed br=0.05	metaumbrella	1	0.00293634418547593	0.874084757216004
or=0.75	n=300	br=0.7	guessed br=0.05	or = rr	0.43	0.194631191611784	0.999316617456034
or=0.75	n=300	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.980316472668949
or=0.75	n=300	br=0.7	guessed br=0.15	Grant	0.529033333333333	0.179554076146828	0.990562514212296
or=0.75	n=300	br=0.7	guessed br=0.15	metaumbrella	1	0.00293354973400058	0.866921672269465
or=0.75	n=300	br=0.7	guessed br=0.15	or = rr	0.4277	0.194862286231412	0.988774366064332
or=0.75	n=300	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.98434123756644
or=0.75	n=300	br=0.7	guessed br=0.4	Grant	0.803666666666667	0.139752338439695	1.00591146707833
or=0.75	n=300	br=0.7	guessed br=0.4	metaumbrella	1	0.00281955892194098	0.87168645177689
or=0.75	n=300	br=0.7	guessed br=0.4	or = rr	0.4255	0.195817562316408	0.991962048446572
or=0.75	n=300	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	1.00245090445564
or=0.75	n=300	br=0.7	guessed br=0.7	Grant	0.998197777258619	0.0203507632434409	1.16931440757245
or=0.75	n=300	br=0.7	guessed br=0.7	metaumbrella	1	0.00296949394723016	0.887526217143282
or=0.75	n=300	br=0.7	guessed br=0.7	or = rr	0.4345	0.194049168933518	1.01315272360506
or=1	n=25	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.055782358712646	2.77826343971747
or=1	n=25	br=0.01	guessed br=0.01	Grant	1	0.00357352399692578	6.9079338952521
or=1	n=25	br=0.01	guessed br=0.01	metaumbrella	1	0.00686027849623144	1.31768110865621
or=1	n=25	br=0.01	guessed br=0.01	or = rr	1	-0.000277490963771405	5.46472554860262
