or	n	br	br_guess	method	bias_ci	bias_es	bias_var
or=2	n=75	br=0.15	guessed br=0.4	Grant	1	0.55098421152483	0.787523107717813
or=2	n=75	br=0.15	guessed br=0.4	metaumbrella	1	0.0522291634571956	0.703844364565743
or=2	n=75	br=0.15	guessed br=0.4	or = rr	0.9999	-0.14263208334632	0.961946813679037
or=2	n=75	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.00724073622630882	0.972903854334115
or=2	n=75	br=0.15	guessed br=0.7	Grant	1	0.439286472230712	0.932124812589036
or=2	n=75	br=0.15	guessed br=0.7	metaumbrella	1	0.0517502188980417	0.707214241182187
or=2	n=75	br=0.15	guessed br=0.7	or = rr	0.9998	-0.143994015321885	0.961057902720217
or=2	n=75	br=0.4	guessed br=0.01	Di Pietrantonj	1	0	0.954862071922065
or=2	n=75	br=0.4	guessed br=0.01	Grant	0.795333333333333	-0.343179956625647	0.968342120509399
or=2	n=75	br=0.4	guessed br=0.01	metaumbrella	1	0.0479682429424385	0.640428991714255
or=2	n=75	br=0.4	guessed br=0.01	or = rr	0.773933333333333	-0.348319582364187	0.965605000368255
or=2	n=75	br=0.4	guessed br=0.05	Di Pietrantonj	1	0	0.963970505312768
or=2	n=75	br=0.4	guessed br=0.05	Grant	0.869172280397519	-0.318395854711615	0.978878881300309
or=2	n=75	br=0.4	guessed br=0.05	metaumbrella	1	0.0448529617452398	0.659098977942604
or=2	n=75	br=0.4	guessed br=0.05	or = rr	0.775566666666667	-0.345432334832375	0.967255024926158
or=2	n=75	br=0.4	guessed br=0.15	Di Pietrantonj	1	0	0.956981420779871
or=2	n=75	br=0.4	guessed br=0.15	Grant	0.975097590523624	-0.24819583640844	1.01405664252379
or=2	n=75	br=0.4	guessed br=0.15	metaumbrella	1	0.0476876357470048	0.646257682288221
or=2	n=75	br=0.4	guessed br=0.15	or = rr	0.776866666666667	-0.345755066394297	0.96418445108075
or=2	n=75	br=0.4	guessed br=0.4	Di Pietrantonj	1	0	0.955695315703895
or=2	n=75	br=0.4	guessed br=0.4	Grant	0.9997074997075	0.129864466814396	0.782359464074075
or=2	n=75	br=0.4	guessed br=0.4	metaumbrella	1	0.0483773959114545	0.63912036365289
or=2	n=75	br=0.4	guessed br=0.4	or = rr	0.774966666666667	-0.347184852781657	0.968279818207419
or=2	n=75	br=0.4	guessed br=0.7	Di Pietrantonj	1	0	0.96076916505499
or=2	n=75	br=0.4	guessed br=0.7	Grant	1	0.786299479656412	0.467893613163323
or=2	n=75	br=0.4	guessed br=0.7	metaumbrella	1	0.0469571500841078	0.647850752921052
or=2	n=75	br=0.4	guessed br=0.7	or = rr	0.777333333333333	-0.346172959391206	0.978110360435944
or=2	n=75	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.968155761146055
or=2	n=75	br=0.7	guessed br=0.01	Grant	0.2482	-0.573249598946897	0.986114914503452
or=2	n=75	br=0.7	guessed br=0.01	metaumbrella	0.999933333333333	0.0228023596475916	0.716954764839047
or=2	n=75	br=0.7	guessed br=0.01	or = rr	0.247066666666667	-0.575197781878677	0.98561816428701
or=2	n=75	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.973747100188733
or=2	n=75	br=0.7	guessed br=0.05	Grant	0.248266666666667	-0.571745673000541	1.00282348735778
or=2	n=75	br=0.7	guessed br=0.05	metaumbrella	0.999933333333333	0.0238468980465311	0.721866880050612
or=2	n=75	br=0.7	guessed br=0.05	or = rr	0.238033333333333	-0.582088439215208	0.999588282448262
or=2	n=75	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.970760329126055
or=2	n=75	br=0.7	guessed br=0.15	Grant	0.334866666666667	-0.534260036579918	1.00350636341138
or=2	n=75	br=0.7	guessed br=0.15	metaumbrella	1	0.0241166641746657	0.714570960975391
or=2	n=75	br=0.7	guessed br=0.15	or = rr	0.2445	-0.569182175337604	0.987747529097999
or=2	n=75	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.960942890320295
or=2	n=75	br=0.7	guessed br=0.4	Grant	0.734562491573413	-0.427181504885872	1.11762686771998
or=2	n=75	br=0.7	guessed br=0.4	metaumbrella	1	0.0240645830885344	0.710291445909269
or=2	n=75	br=0.7	guessed br=0.4	or = rr	0.2462	-0.574652161782545	0.983262611855395
or=2	n=75	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.985441929792301
or=2	n=75	br=0.7	guessed br=0.7	Grant	0.982664526484751	0.142084235924111	0.680885170519293
or=2	n=75	br=0.7	guessed br=0.7	metaumbrella	0.9999	0.024364056968676	0.726491379816098
or=2	n=75	br=0.7	guessed br=0.7	or = rr	0.2452	-0.56903997625149	0.997372624658637
or=2	n=100	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.181911993205384	2.02615077551633
or=2	n=100	br=0.01	guessed br=0.01	Grant	1	0.00317883354626912	2.82680728012885
or=2	n=100	br=0.01	guessed br=0.01	metaumbrella	1	0.00392714110073895	1.57490909616365
or=2	n=100	br=0.01	guessed br=0.01	or = rr	1	-0.0100953735046975	2.69198208430854
or=2	n=100	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.185505033483872	2.06513502909357
or=2	n=100	br=0.01	guessed br=0.05	Grant	1	0.0709064362509107	2.45943354131276
or=2	n=100	br=0.01	guessed br=0.05	metaumbrella	1	0.00384687863852311	1.60013738586553
or=2	n=100	br=0.01	guessed br=0.05	or = rr	1	-0.0102256832428436	2.73780162953472
or=2	n=100	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.182110651671207	2.03163154738148
or=2	n=100	br=0.01	guessed br=0.15	Grant	1	0.158046645317778	3.25216307035498
or=2	n=100	br=0.01	guessed br=0.15	metaumbrella	1	0.00461344322672454	1.54953638375919
or=2	n=100	br=0.01	guessed br=0.15	or = rr	1	-0.00974024274625073	2.69990656918566
or=2	n=100	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.181853211152742	2.058378719779
or=2	n=100	br=0.01	guessed br=0.4	Grant	1	0.473032440940039	1.17681195240587
or=2	n=100	br=0.01	guessed br=0.4	metaumbrella	1	0.00402495252399086	1.60796642965803
or=2	n=100	br=0.01	guessed br=0.4	or = rr	1	-0.0099768442950447	2.72489896735395
or=2	n=100	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.181271756387825	2.03980177965426
or=2	n=100	br=0.01	guessed br=0.7	Grant	1	-0.210764625167855	2.01982820089183
or=2	n=100	br=0.01	guessed br=0.7	metaumbrella	1	0.00390756800944795	1.59371166659886
or=2	n=100	br=0.01	guessed br=0.7	or = rr	1	-0.00993858254986683	2.71394747242184
or=2	n=100	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.0668423841200667	1.27398479394592
or=2	n=100	br=0.05	guessed br=0.01	Grant	1	-0.0304531317987885	1.28355863591111
or=2	n=100	br=0.05	guessed br=0.01	metaumbrella	1	0.02735135896501	1.01183447536374
or=2	n=100	br=0.05	guessed br=0.01	or = rr	1	-0.0504297573531325	1.26634570077365
or=2	n=100	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.0679377166464753	1.26523924069786
or=2	n=100	br=0.05	guessed br=0.05	Grant	1	0.0699892422836031	1.00874482015557
or=2	n=100	br=0.05	guessed br=0.05	metaumbrella	1	0.027323240288547	1.00326185803291
or=2	n=100	br=0.05	guessed br=0.05	or = rr	1	-0.049697462628553	1.25846910231725
or=2	n=100	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.0667184376581025	1.27330531595148
or=2	n=100	br=0.05	guessed br=0.15	Grant	1	0.290248343116017	0.926316543503987
or=2	n=100	br=0.05	guessed br=0.15	metaumbrella	1	0.0270796392105727	1.01079116435321
or=2	n=100	br=0.05	guessed br=0.15	or = rr	1	-0.0503418671292705	1.26102552809176
or=2	n=100	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.0654806567428761	1.26737918330768
or=2	n=100	br=0.05	guessed br=0.4	Grant	1	0.44201549182217	0.983392281800026
or=2	n=100	br=0.05	guessed br=0.4	metaumbrella	1	0.0262111985209629	1.00959296426485
or=2	n=100	br=0.05	guessed br=0.4	or = rr	1	-0.0495886987548412	1.25811304379717
or=2	n=100	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.0660424550909911	1.27043612068656
or=2	n=100	br=0.05	guessed br=0.7	Grant	1	0.270297990332636	0.188798460887029
or=2	n=100	br=0.05	guessed br=0.7	metaumbrella	1	0.0266936527527166	1.01351937125722
or=2	n=100	br=0.05	guessed br=0.7	or = rr	1	-0.0501289904864122	1.26341728766917
or=2	n=100	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.00176665750177635	0.964113959387462
or=2	n=100	br=0.15	guessed br=0.01	Grant	1	-0.131340414202812	0.963338779754421
or=2	n=100	br=0.15	guessed br=0.01	metaumbrella	1	0.0503376682918542	0.685388510972974
or=2	n=100	br=0.15	guessed br=0.01	or = rr	0.999933333333333	-0.142415402265781	0.956907642606855
or=2	n=100	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.0020056901255676	0.953347475866184
or=2	n=100	br=0.15	guessed br=0.05	Grant	1	-0.0783922615038314	0.882945909930489
or=2	n=100	br=0.15	guessed br=0.05	metaumbrella	1	0.0495567799844405	0.683826611571932
or=2	n=100	br=0.15	guessed br=0.05	or = rr	0.999966666666667	-0.142419224436376	0.943024958784441
or=2	n=100	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.00232764479867183	0.949055480287717
or=2	n=100	br=0.15	guessed br=0.15	Grant	1	0.0751200466974582	0.984936408449772
or=2	n=100	br=0.15	guessed br=0.15	metaumbrella	1	0.048834393880717	0.679723209787112
or=2	n=100	br=0.15	guessed br=0.15	or = rr	0.9998	-0.142644754922958	0.936484637550624
or=2	n=100	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.00131612543740056	0.954447211695201
or=2	n=100	br=0.15	guessed br=0.4	Grant	1	0.551808130251319	1.02071758123317
or=2	n=100	br=0.15	guessed br=0.4	metaumbrella	1	0.0499780929069342	0.684569736639011
or=2	n=100	br=0.15	guessed br=0.4	or = rr	0.9998	-0.142446719090028	0.950795504595585
or=2	n=100	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.00176356228985594	0.965077974839166
or=2	n=100	br=0.15	guessed br=0.7	Grant	1	1.10200989981188	0.0565027433933926
or=2	n=100	br=0.15	guessed br=0.7	metaumbrella	1	0.049900204907503	0.688525869180472
or=2	n=100	br=0.15	guessed br=0.7	or = rr	0.999833333333333	-0.142003711324722	0.956695748210083
or=2	n=100	br=0.4	guessed br=0.01	Di Pietrantonj	1	0	0.954458734051244
or=2	n=100	br=0.4	guessed br=0.01	Grant	0.732866666666667	-0.339680746573017	0.964762347936879
or=2	n=100	br=0.4	guessed br=0.01	metaumbrella	0.998766666666667	0.039485331918864	0.641175060411097
or=2	n=100	br=0.4	guessed br=0.01	or = rr	0.7103	-0.344589651783911	0.963236060911215
or=2	n=100	br=0.4	guessed br=0.05	Di Pietrantonj	1	0	0.975037496186072
or=2	n=100	br=0.4	guessed br=0.05	Grant	0.821166666666667	-0.31939985607182	0.993625471925706
or=2	n=100	br=0.4	guessed br=0.05	metaumbrella	0.998766666666667	0.038194146698259	0.659742653558127
or=2	n=100	br=0.4	guessed br=0.05	or = rr	0.7091	-0.345406602835777	0.982316854056959
or=2	n=100	br=0.4	guessed br=0.15	Di Pietrantonj	1	0	0.981080577568151
or=2	n=100	br=0.4	guessed br=0.15	Grant	0.966721240268636	-0.252575202776777	1.05405548752732
or=2	n=100	br=0.4	guessed br=0.15	metaumbrella	0.998833333333333	0.0366429028067233	0.671727526734385
or=2	n=100	br=0.4	guessed br=0.15	or = rr	0.7122	-0.343733160005598	0.99304308331784
or=2	n=100	br=0.4	guessed br=0.4	Di Pietrantonj	1	0	0.963052807062528
or=2	n=100	br=0.4	guessed br=0.4	Grant	0.99995146337912	0.107779369958983	0.596437485793857
or=2	n=100	br=0.4	guessed br=0.4	metaumbrella	0.998666666666667	0.038356459042815	0.656915445368826
or=2	n=100	br=0.4	guessed br=0.4	or = rr	0.711266666666667	-0.344231194660937	0.971922582535088
or=2	n=100	br=0.4	guessed br=0.7	Di Pietrantonj	1	0	0.977074139287073
or=2	n=100	br=0.4	guessed br=0.7	Grant	1	1.1634643112876	0.0557817019416972
or=2	n=100	br=0.4	guessed br=0.7	metaumbrella	0.998733333333333	0.0385279523645272	0.661895484105449
or=2	n=100	br=0.4	guessed br=0.7	or = rr	0.7112	-0.345367736472338	0.989209491665838
or=2	n=100	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.935584565760627
or=2	n=100	br=0.7	guessed br=0.01	Grant	0.1972	-0.566586097237533	0.976136481468567
or=2	n=100	br=0.7	guessed br=0.01	metaumbrella	0.9996	0.0193262130759257	0.682641463619574
or=2	n=100	br=0.7	guessed br=0.01	or = rr	0.186933333333333	-0.568511192895996	0.975759742128397
or=2	n=100	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.947157438765709
or=2	n=100	br=0.7	guessed br=0.05	Grant	0.215366666666667	-0.551886961015314	0.986826463051488
or=2	n=100	br=0.7	guessed br=0.05	metaumbrella	0.999733333333333	0.0223923988577055	0.676087410139612
or=2	n=100	br=0.7	guessed br=0.05	or = rr	0.1891	-0.561883705608002	0.984845168626848
or=2	n=100	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.9515980798466
or=2	n=100	br=0.7	guessed br=0.15	Grant	0.268066666666667	-0.530169281189106	1.00083807876226
or=2	n=100	br=0.7	guessed br=0.15	metaumbrella	0.999866657777185	0.0193529507876577	0.693062694091243
or=2	n=100	br=0.7	guessed br=0.15	or = rr	0.1896	-0.564421742552141	0.991061783810342
or=2	n=100	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.950224393698688
or=2	n=100	br=0.7	guessed br=0.4	Grant	0.687472836080372	-0.422539121999847	1.09721838618536
or=2	n=100	br=0.7	guessed br=0.4	metaumbrella	0.999866662222074	0.0213440396709984	0.684014821045105
or=2	n=100	br=0.7	guessed br=0.4	or = rr	0.187733333333333	-0.564230719260611	0.985304901107616
or=2	n=100	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.941473594205782
or=2	n=100	br=0.7	guessed br=0.7	Grant	0.994139629692543	0.130345639729786	0.733867693464017
or=2	n=100	br=0.7	guessed br=0.7	metaumbrella	0.999866666666667	0.0195164671395872	0.683592848712483
or=2	n=100	br=0.7	guessed br=0.7	or = rr	0.191166666666667	-0.560698730770618	0.984038115187997
or=2	n=300	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.132401812630058	1.53386341355931
or=2	n=300	br=0.01	guessed br=0.01	Grant	1	0.0107480095848256	1.67599283552817
or=2	n=300	br=0.01	guessed br=0.01	metaumbrella	1	0.00710698657385185	1.25428572624609
or=2	n=300	br=0.01	guessed br=0.01	or = rr	1	-0.00998163845282728	1.57830959634103
or=2	n=300	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.133302155917637	1.56942523733024
or=2	n=300	br=0.01	guessed br=0.05	Grant	1	0.114936611167781	1.30795890169822
or=2	n=300	br=0.01	guessed br=0.05	metaumbrella	1	0.00723262972060604	1.2725783692067
or=2	n=300	br=0.01	guessed br=0.05	or = rr	1	-0.0101476129305155	1.6047175330059
or=2	n=300	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.130729225238769	1.53011679770307
or=2	n=300	br=0.01	guessed br=0.15	Grant	1	0.30501542255239	1.13670540031488
or=2	n=300	br=0.01	guessed br=0.15	metaumbrella	1	0.00686893762288674	1.25538838383581
or=2	n=300	br=0.01	guessed br=0.15	or = rr	1	-0.0100519314599481	1.57646375213142
or=2	n=300	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.130008885019471	1.5367129682925
or=2	n=300	br=0.01	guessed br=0.4	Grant	1	0.422117830837847	1.11555916919652
or=2	n=300	br=0.01	guessed br=0.4	metaumbrella	1	0.00680016721525922	1.2685672646597
or=2	n=300	br=0.01	guessed br=0.4	or = rr	1	-0.00998239526402255	1.5868219166759
or=2	n=300	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.132908026523123	1.55716954850307
or=2	n=300	br=0.01	guessed br=0.7	Grant	1	-0.184457807980184	1.89114158587133
or=2	n=300	br=0.01	guessed br=0.7	metaumbrella	1	0.00682728907165142	1.26743384597686
or=2	n=300	br=0.01	guessed br=0.7	or = rr	1	-0.0101229816872587	1.59831818902536
or=2	n=300	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.00254554600981789	0.95815968411273
or=2	n=300	br=0.05	guessed br=0.01	Grant	1	-0.0352980673840743	0.946595997567488
or=2	n=300	br=0.05	guessed br=0.01	metaumbrella	1	0.0196480127083233	0.803942115705424
or=2	n=300	br=0.05	guessed br=0.01	or = rr	1	-0.0490811866683711	0.941218004978887
or=2	n=300	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.00216283535718159	0.954140604159758
or=2	n=300	br=0.05	guessed br=0.05	Grant	1	0.028445340635474	0.898389752865374
or=2	n=300	br=0.05	guessed br=0.05	metaumbrella	1	0.0198168221412518	0.802143241878563
or=2	n=300	br=0.05	guessed br=0.05	or = rr	1	-0.0488209993582362	0.940934248249976
or=2	n=300	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.00218807917581245	0.946026376574468
or=2	n=300	br=0.05	guessed br=0.15	Grant	1	0.236393582532376	0.465362167342978
or=2	n=300	br=0.05	guessed br=0.15	metaumbrella	1	0.020451129998225	0.79181058137127
or=2	n=300	br=0.05	guessed br=0.15	or = rr	1	-0.0489266001107532	0.931512763636871
or=2	n=300	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.00243448501237623	0.95648979683684
or=2	n=300	br=0.05	guessed br=0.4	Grant	1	0.702303834809749	0.891525245840154
or=2	n=300	br=0.05	guessed br=0.4	metaumbrella	1	0.0201040524610565	0.800970454530784
or=2	n=300	br=0.05	guessed br=0.4	or = rr	1	-0.0495654601355207	0.940149055784515
or=2	n=300	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.00198831321209583	0.944095640979534
or=2	n=300	br=0.05	guessed br=0.7	Grant	1	0.990761149510229	0.0869520084160564
or=2	n=300	br=0.05	guessed br=0.7	metaumbrella	1	0.0203843783689675	0.790933181733882
or=2	n=300	br=0.05	guessed br=0.7	or = rr	1	-0.0487660469630531	0.931728219259884
or=2	n=300	br=0.15	guessed br=0.01	Di Pietrantonj	1	0	0.967144329520216
or=2	n=300	br=0.15	guessed br=0.01	Grant	1	-0.132185344898301	0.967905017333546
or=2	n=300	br=0.15	guessed br=0.01	metaumbrella	0.999366666666667	0.0313959482573283	0.637790119442827
or=2	n=300	br=0.15	guessed br=0.01	or = rr	0.999933333333333	-0.140601614232675	0.965803516102164
or=2	n=300	br=0.15	guessed br=0.05	Di Pietrantonj	1	0	0.986987828222886
or=2	n=300	br=0.15	guessed br=0.05	Grant	1	-0.0960323230467634	0.994099067738659
or=2	n=300	br=0.15	guessed br=0.05	metaumbrella	0.9995	0.029506709301689	0.66569779240101
or=2	n=300	br=0.15	guessed br=0.05	or = rr	0.999866666666667	-0.140852152866775	0.986432211684081
or=2	n=300	br=0.15	guessed br=0.15	Di Pietrantonj	1	0	0.985450517712769
or=2	n=300	br=0.15	guessed br=0.15	Grant	1	0.0225423713541679	1.05278113022721
or=2	n=300	br=0.15	guessed br=0.15	metaumbrella	0.999633333333333	0.0284140041654227	0.673797154317498
or=2	n=300	br=0.15	guessed br=0.15	or = rr	0.9999	-0.140285187054874	0.984203145447732
or=2	n=300	br=0.15	guessed br=0.4	Di Pietrantonj	1	0	0.993675913282212
or=2	n=300	br=0.15	guessed br=0.4	Grant	1	0.67825151147169	0.795102889160684
or=2	n=300	br=0.15	guessed br=0.4	metaumbrella	0.9997	0.0292192404973829	0.673323317746388
or=2	n=300	br=0.15	guessed br=0.4	or = rr	0.9999	-0.140566455175324	0.992050077863256
or=2	n=300	br=0.15	guessed br=0.7	Di Pietrantonj	1	0	0.980606799331417
or=2	n=300	br=0.15	guessed br=0.7	Grant	1	1.48676209836314	0.0963859468138547
or=2	n=300	br=0.15	guessed br=0.7	metaumbrella	0.999666666666667	0.0297017525688672	0.661190893167847
or=2	n=300	br=0.15	guessed br=0.7	or = rr	0.999866666666667	-0.140573233238129	0.979568668307688
or=2	n=300	br=0.4	guessed br=0.01	Di Pietrantonj	1	0	0.979482666644496
or=2	n=300	br=0.4	guessed br=0.01	Grant	0.2732	-0.334568397286122	0.98576309177025
or=2	n=300	br=0.4	guessed br=0.01	metaumbrella	0.999533333333333	0.0214416682733634	0.711834124525933
or=2	n=300	br=0.4	guessed br=0.01	or = rr	0.252033333333333	-0.339074813937491	0.985383479518663
or=2	n=300	br=0.4	guessed br=0.05	Di Pietrantonj	1	0	0.982543144879947
or=2	n=300	br=0.4	guessed br=0.05	Grant	0.385833333333333	-0.314721649908589	0.989394119702065
or=2	n=300	br=0.4	guessed br=0.05	metaumbrella	0.9997	0.0212566786812219	0.716339522839786
or=2	n=300	br=0.4	guessed br=0.05	or = rr	0.2498	-0.338421406364496	0.986701585040745
or=2	n=300	br=0.4	guessed br=0.15	Di Pietrantonj	1	0	0.989651045480799
or=2	n=300	br=0.4	guessed br=0.15	Grant	0.836833333333333	-0.256629573119789	1.00891182360202
or=2	n=300	br=0.4	guessed br=0.15	metaumbrella	0.999766666666667	0.0214614057835259	0.719785314200796
or=2	n=300	br=0.4	guessed br=0.15	or = rr	0.246733333333333	-0.339100635310065	0.995978861497546
or=2	n=300	br=0.4	guessed br=0.4	Di Pietrantonj	1	0	0.999502398898156
or=2	n=300	br=0.4	guessed br=0.4	Grant	1	0.0331747509198715	1.21815442960781
or=2	n=300	br=0.4	guessed br=0.4	metaumbrella	0.999633333333333	0.0219134250608695	0.721921897465444
or=2	n=300	br=0.4	guessed br=0.4	or = rr	0.248966666666667	-0.339995666953496	1.00449550701044
or=2	n=300	br=0.4	guessed br=0.7	Di Pietrantonj	1	0	0.996334583547081
or=2	n=300	br=0.4	guessed br=0.7	Grant	1	1.4081754367819	0.117214887761129
or=2	n=300	br=0.4	guessed br=0.7	metaumbrella	0.999766666666667	0.021335615960459	0.726837459762012
or=2	n=300	br=0.4	guessed br=0.7	or = rr	0.246166666666667	-0.339283179838537	0.997446405597841
or=2	n=300	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.976543802854748
or=2	n=300	br=0.7	guessed br=0.01	Grant	0.0383666666666667	-0.537838031447442	0.992244661815105
or=2	n=300	br=0.7	guessed br=0.01	metaumbrella	0.999333333333333	0.0087754943445096	0.717001461312549
or=2	n=300	br=0.7	guessed br=0.01	or = rr	0.0375	-0.539660354962402	0.992135705075453
or=2	n=300	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.989484410181277
or=2	n=300	br=0.7	guessed br=0.05	Grant	0.0428333333333333	-0.529472428482706	1.00517370922802
or=2	n=300	br=0.7	guessed br=0.05	metaumbrella	0.999166666666667	0.00833829692344224	0.726802898246585
or=2	n=300	br=0.7	guessed br=0.05	or = rr	0.0371666666666667	-0.53900293996942	1.00446844336439
or=2	n=300	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.963621820070177
or=2	n=300	br=0.7	guessed br=0.15	Grant	0.0542	-0.507073323754828	0.986309581547551
or=2	n=300	br=0.7	guessed br=0.15	metaumbrella	0.999333333333333	0.0078655984939348	0.716098372584884
or=2	n=300	br=0.7	guessed br=0.15	or = rr	0.0358	-0.53944233834554	0.983505174199823
or=2	n=300	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.993641376145232
or=2	n=300	br=0.7	guessed br=0.4	Grant	0.2105	-0.409130609889824	1.02907407239359
or=2	n=300	br=0.7	guessed br=0.4	metaumbrella	0.999266666666667	0.00777790581721373	0.735580808454978
or=2	n=300	br=0.7	guessed br=0.4	or = rr	0.0353333333333333	-0.539050345724382	1.0040490867966
or=2	n=300	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.972090349578976
or=2	n=300	br=0.7	guessed br=0.7	Grant	1	0.0733243968977804	1.11517242934172
or=2	n=300	br=0.7	guessed br=0.7	metaumbrella	0.999066666666667	0.00775709116097485	0.721706561997647
or=2	n=300	br=0.7	guessed br=0.7	or = rr	0.0363333333333333	-0.540985005510603	0.993361353266827
